T/K           P/MPa         H2O(g)        H2(g)         H2S(g)        HCl(g)        HF(g)         H(g)          HCOOH(g;cis)  HCOOH(g;trans)              HCOOH(g)      OH(g)         O2(g)         O(g)          CO2(g)        CH4(g)        CO(g)         COS(g)        C(g)          N2(g)         NO(g)         N(g)          NH3(g)        NaCl(g)       Na(g)         NaOH(g)       KOH(g)        SO2(g)        SH(g)         S2(g)         SO(g)         S(g)          Fe(g)         Fe(OH)2(g)    FeO(g)        FeOH(g)       FeO2(g)       Ni(g)         NiS(g)        NiOH(g)       Ni(OH)2(g)    Mn(g)         MnH(g)        SiO(g)        SiO2(g)       Si(g)         PO(g)         Mg(g)         MgO(g)        MgOH(g)       Mg(OH)2(g)    MgS(g)        CrO2(g)       Cr(OH)2(g)    Cr(OH)3(g)    AlO(g)        AlOH(g)       Al(g)         Al(OH)3(g)    Al(OH)2(g)    AlOH(g)       CaO(g)        CaOH(g)       Ca(g)         Ca(OH)2(g)    
0130.00       1.0000E-2     5.9813E-22    1.2650E-38    2.9726E-52    3.5338E-41    1.5174E-71    4.9291E-104   7.6454E-73    2.0353E-79    7.7962E-73    4.5258E-112   1.3782E-155   1.5098E-174   1.5186E-22    1.0485E-77    1.2250E-53    5.3300E-65    4.2365E-216   1.0000E+0     3.5926E-114   5.3863E-187   7.9580E-46    1.5294E-86    3.2206E-141   1.0449E-125   1.0813E-127   8.6996E-60    2.5538E-94    1.3556E-90    6.3010E-99    1.0311E-127   7.7421E-200   4.1152E-112   4.2365E-216   5.4697E-184   4.2365E-216   1.0082E-175   1.5118E-169   9.3625E-146   2.2186E-114   2.6590E-193   9.0456E-180   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.6272E-209   1.8009E-144   4.2365E-216   4.2365E-216   2.7298E-173   3.0397E-153   4.2365E-216   4.2365E-216   4.2365E-216   1.3949E-110   4.0278E-208   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   1.4338E-179   
0130.00       3.0000E-2     1.9938E-22    4.2168E-39    9.9088E-53    1.1779E-41    5.0580E-72    1.6430E-104   2.5485E-73    6.7844E-80    2.5987E-73    1.5086E-112   4.5939E-156   5.0327E-175   5.0620E-23    3.4950E-78    4.0834E-54    1.7767E-65    4.2365E-216   1.0000E+0     2.0742E-114   3.1098E-187   4.5945E-46    5.0978E-87    1.0735E-141   3.4830E-126   3.6044E-128   2.8999E-60    8.5126E-95    4.5188E-91    2.1003E-99    3.4371E-128   2.5807E-200   1.3717E-112   4.2365E-216   1.8232E-184   4.2365E-216   3.3607E-176   5.0394E-170   3.1208E-146   7.3953E-115   8.8632E-194   3.0152E-180   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   1.5424E-209   6.0029E-145   4.2365E-216   4.2365E-216   9.0994E-174   1.0132E-153   4.2365E-216   4.2365E-216   4.2365E-216   4.6495E-111   1.3426E-208   4.2365E-216   4.2365E-216   4.2365E-216   4.2365E-216   4.7793E-180   
0140.00       1.0000E-2     9.1940E-20    1.8724E-35    6.8834E-48    1.1794E-37    7.3394E-66    3.1960E-96    7.3988E-67    5.7953E-73    7.5145E-67    1.8915E-103   9.1180E-144   1.6100E-161   3.0093E-20    1.3478E-71    3.6730E-49    1.1530E-59    4.2365E-216   1.0000E+0     1.2092E-105   1.8536E-173   2.7652E-42    8.9880E-80    9.6934E-131   3.8621E-116   5.4884E-118   1.0083E-54    5.6073E-87    1.9564E-83    3.8473E-91    4.6600E-118   5.8008E-185   2.7890E-103   4.3884E-201   4.6317E-170   5.7773E-207   1.4816E-162   1.1348E-156   1.3844E-134   2.3174E-105   5.3374E-179   2.5721E-166   4.2365E-216   6.2915E-216   4.2365E-216   1.2802E-209   2.4028E-203   4.2365E-216   2.2176E-193   2.3238E-133   2.3409E-213   5.0762E-202   5.1485E-160   2.4690E-141   4.2365E-216   3.1722E-214   4.2365E-216   8.6538E-102   2.3622E-192   3.1722E-214   4.2365E-216   4.2365E-216   4.2365E-216   6.0769E-166   
0140.00       3.0000E-2     3.0647E-20    6.2413E-36    2.2945E-48    3.9315E-38    2.4464E-66    1.0653E-96    2.4663E-67    1.9318E-73    2.5048E-67    6.3050E-104   3.0393E-144   5.3668E-162   1.0031E-20    4.4927E-72    1.2243E-49    3.8433E-60    4.2365E-216   1.0000E+0     6.9812E-106   1.0702E-173   1.5965E-42    2.9960E-80    3.2311E-131   1.2874E-116   1.8294E-118   3.3609E-55    1.8691E-87    6.5213E-84    1.2824E-91    1.5533E-118   1.9336E-185   9.2965E-104   1.4628E-201   1.5439E-170   1.9258E-207   4.9385E-163   3.7827E-157   4.6147E-135   7.7247E-106   1.7791E-179   8.5735E-167   4.2365E-216   4.2365E-216   4.2365E-216   4.2674E-210   8.0092E-204   4.2365E-216   7.3919E-194   7.7460E-134   7.8029E-214   1.6921E-202   1.7162E-160   8.2300E-142   4.2365E-216   1.0574E-214   4.2365E-216   2.8846E-102   7.8740E-193   1.0574E-214   4.2365E-216   4.2365E-216   4.2365E-216   2.0256E-166   
0150.00       1.0000E-2     7.2062E-18    1.0500E-32    4.1592E-44    1.3362E-34    6.2109E-61    1.8926E-89    1.1288E-61    2.2535E-67    1.1428E-61    5.6176E-96    1.6035E-133   3.1610E-150   2.9444E-18    2.6196E-66    2.7931E-45    4.8500E-55    4.2365E-216   1.0000E+0     2.9724E-98    1.0033E-161   3.2122E-39    6.5943E-74    1.1661E-121   7.5560E-108   1.4142E-109   2.4640E-50    1.2957E-80    3.1347E-77    2.1525E-84    1.0913E-109   4.5009E-172   1.2570E-95    5.9009E-187   5.4348E-158   2.3852E-192   3.8052E-151   1.6236E-145   6.6110E-125   1.5147E-97    1.3207E-166   1.1678E-154   3.2793E-207   7.6150E-201   4.2365E-216   6.2440E-195   2.5885E-189   4.2365E-216   8.6061E-180   9.9262E-124   1.8123E-198   9.6144E-188   1.6338E-148   5.1315E-131   4.2365E-216   2.9053E-199   4.2365E-216   3.5843E-94    1.0872E-178   2.9053E-199   4.2365E-216   8.8454E-213   4.2365E-216   3.9173E-154   
0150.00       3.0000E-2     2.4021E-18    3.4999E-33    1.3864E-44    4.4541E-35    2.0703E-61    6.3086E-90    3.7628E-62    7.5118E-68    3.8094E-62    1.8725E-96    5.3450E-134   1.0537E-150   9.8146E-19    8.7322E-67    9.3103E-46    1.6167E-55    4.2365E-216   1.0000E+0     1.7161E-98    5.7924E-162   1.8546E-39    2.1981E-74    3.8871E-122   2.5186E-108   4.7141E-110   8.2135E-51    4.3190E-81    1.0449E-77    7.1750E-85    3.6378E-110   1.5003E-172   4.1900E-96    1.9670E-187   1.8116E-158   7.9508E-193   1.2684E-151   5.4119E-146   2.2037E-125   5.0489E-98    4.4023E-167   3.8927E-155   1.0931E-207   2.5384E-201   4.2365E-216   2.0813E-195   8.6284E-190   4.2365E-216   2.8687E-180   3.3087E-124   6.0411E-199   3.2048E-188   5.4460E-149   1.7105E-131   4.2365E-216   9.6843E-200   4.2365E-216   1.1948E-94    3.6239E-179   9.6843E-200   4.2365E-216   2.9485E-213   4.2365E-216   1.3058E-154   
0160.00       1.0000E-2     3.2681E-16    2.6755E-30    8.4382E-41    6.2920E-32    1.2749E-56    1.6027E-83    3.8416E-57    1.7393E-62    3.8793E-57    1.9462E-89    1.4797E-124   2.4157E-140   1.6237E-16    1.0980E-61    6.9660E-42    5.3926E-51    4.2365E-216   1.0000E+0     8.7160E-92    1.8599E-151   1.5328E-36    8.9232E-69    1.0256E-113   1.3577E-100   3.2353E-102   1.7003E-46    4.8050E-75    8.4209E-72    1.7273E-78    2.3065E-102   8.5222E-161   6.2628E-89    1.3543E-174   1.9716E-147   1.4549E-179   3.6491E-141   9.3072E-136   1.9411E-116   1.0418E-90    9.1884E-156   1.8398E-144   1.2243E-193   1.2010E-187   4.2365E-216   4.4444E-182   4.9034E-177   5.5189E-204   6.6733E-168   2.6587E-115   1.9254E-185   2.9644E-175   1.8775E-138   5.4293E-122   4.2365E-216   3.5777E-186   4.2365E-216   1.6472E-87    9.7480E-167   3.5777E-186   4.2365E-216   7.0382E-199   4.2365E-216   8.4201E-144   
0160.00       3.0000E-2     1.0894E-16    8.9183E-31    2.8127E-41    2.0974E-32    4.2497E-57    5.3424E-84    1.2805E-57    5.7976E-63    1.2931E-57    6.4873E-90    4.9323E-125   8.0524E-141   5.4123E-17    3.6601E-62    2.3220E-42    1.7975E-51    4.2365E-216   1.0000E+0     5.0322E-92    1.0738E-151   8.8494E-37    2.9744E-69    3.4187E-114   4.5257E-101   1.0784E-102   5.6678E-47    1.6017E-75    2.8070E-72    5.7578E-79    7.6885E-103   2.8407E-161   2.0876E-89    4.5145E-175   6.5720E-148   4.8498E-180   1.2164E-141   3.1024E-136   6.4702E-117   3.4725E-91    3.0628E-156   6.1327E-145   4.0811E-194   4.0034E-188   4.2365E-216   1.4815E-182   1.6345E-177   1.8396E-204   2.2244E-168   8.8624E-116   6.4182E-186   9.8814E-176   6.2583E-139   1.8098E-122   4.2365E-216   1.1926E-186   4.2365E-216   5.4905E-88    3.2493E-167   1.1926E-186   4.2365E-216   2.3461E-199   4.2365E-216   2.8067E-144   
0170.00       1.0000E-2     9.4462E-15    3.5601E-28    6.9702E-38    1.4377E-29    8.1498E-53    2.7350E-78    3.8019E-53    3.5459E-58    3.8314E-53    1.1490E-83    1.2052E-116   1.2740E-131   5.5840E-15    1.3020E-57    6.9359E-39    2.0043E-47    4.2365E-216   1.0000E+0     4.4366E-86    2.1416E-142   3.5166E-34    3.0015E-64    1.0465E-106   3.4150E-94    1.0075E-95    4.1417E-43    3.9491E-70    5.1976E-67    2.8008E-73    6.7240E-96    7.5838E-151   5.0877E-83    1.0884E-163   4.0846E-138   2.7600E-168   2.3346E-132   3.7730E-127   5.7333E-109   1.1219E-84    3.3764E-146   1.8207E-135   1.1573E-181   5.3093E-176   4.2365E-216   9.7345E-171   3.3327E-166   2.1527E-191   2.0626E-157   7.2787E-108   5.9847E-174   3.0789E-164   1.4039E-129   4.9483E-114   4.2365E-216   1.2674E-174   4.2365E-216   1.2384E-81    3.4132E-156   1.2674E-174   4.2365E-216   1.2918E-186   4.2365E-216   1.0999E-134   
0170.00       3.0000E-2     3.1487E-15    1.1867E-28    2.3234E-38    4.7924E-30    2.7166E-53    9.1165E-79    1.2673E-53    1.1820E-58    1.2771E-53    3.8299E-84    4.0173E-117   4.2467E-132   1.8613E-15    4.3401E-58    2.3120E-39    6.6810E-48    4.2365E-216   1.0000E+0     2.5614E-86    1.2365E-142   2.0303E-34    1.0005E-64    3.4883E-107   1.1383E-94    3.3582E-96    1.3806E-43    1.3164E-70    1.7325E-67    9.3360E-74    2.2413E-96    2.5279E-151   1.6959E-83    3.6282E-164   1.3615E-138   9.1999E-169   7.7819E-133   1.2577E-127   1.9111E-109   3.7397E-85    1.1255E-146   6.0690E-136   3.8576E-182   1.7698E-176   4.2365E-216   3.2448E-171   1.1109E-166   7.1758E-192   6.8755E-158   2.4262E-108   1.9949E-174   1.0263E-164   4.6796E-130   1.6494E-114   4.2365E-216   4.2248E-175   4.2365E-216   4.1279E-82    1.1377E-156   4.2248E-175   4.2365E-216   4.3058E-187   4.2365E-216   3.6665E-135   
0180.00       1.0000E-2     1.8760E-13    2.7564E-26    2.7233E-35    1.7982E-27    1.9704E-49    1.2280E-73    1.3448E-49    2.3850E-54    1.3531E-49    1.5522E-78    1.2984E-109   7.2383E-124   1.2957E-13    5.3940E-54    3.2126E-36    2.9892E-44    4.2365E-216   1.0000E+0     5.2484E-81    2.4337E-134   4.3844E-32    3.1654E-60    1.7740E-100   1.6688E-88    5.9543E-90    4.2364E-40    9.2456E-66    9.4183E-63    1.1979E-68    3.7607E-90    5.2807E-142   9.1170E-78    5.3563E-154   7.7883E-130   2.9046E-158   1.5649E-124   1.6826E-119   2.4984E-102   2.5773E-79    1.0701E-137   1.7956E-127   5.1108E-171   1.1936E-165   4.2365E-216   1.1720E-160   1.4153E-156   3.3427E-180   4.3484E-148   2.9781E-101   9.8055E-164   1.8963E-154   1.0774E-121   5.8479E-107   4.2365E-216   2.3338E-164   4.2365E-216   2.0603E-76    8.0145E-147   2.3338E-164   4.2365E-216   1.0252E-175   5.8934E-205   1.3928E-126   
0180.00       3.0000E-2     6.2534E-14    9.1879E-27    9.0776E-36    5.9941E-28    6.5682E-50    4.0933E-74    4.4828E-50    7.9500E-55    4.5103E-50    5.1742E-79    4.3279E-110   2.4128E-124   4.3190E-14    1.7980E-54    1.0709E-36    9.9640E-45    4.2365E-216   1.0000E+0     3.0302E-81    1.4051E-134   2.5313E-32    1.0551E-60    5.9135E-101   5.5626E-89    1.9848E-90    1.4121E-40    3.0819E-66    3.1394E-63    3.9929E-69    1.2536E-90    1.7602E-142   3.0390E-78    1.7854E-154   2.5961E-130   9.6822E-159   5.2164E-125   5.6086E-120   8.3280E-103   8.5910E-80    3.5670E-138   5.9853E-128   1.7036E-171   3.9785E-166   4.2365E-216   3.9066E-161   4.7177E-157   1.1142E-180   1.4495E-148   9.9271E-102   3.2685E-164   6.3210E-155   3.5915E-122   1.9493E-107   4.2365E-216   7.7792E-165   4.2365E-216   6.8676E-77    2.6715E-147   7.7792E-165   4.2365E-216   3.4172E-176   1.9645E-205   4.6427E-127   
0190.00       1.0000E-2     2.7164E-12    1.3524E-24    5.6650E-33    1.3539E-25    2.1008E-46    1.7909E-69    2.0009E-46    6.3070E-51    2.0106E-46    6.0566E-74    2.5462E-103   6.2972E-117   2.1587E-12    9.2216E-51    7.8107E-34    2.0662E-41    4.0546E-206   1.0000E+0     1.8168E-76    3.9335E-127   3.2719E-30    1.2571E-56    6.6342E-95    2.0521E-83    8.6833E-85    2.0869E-37    7.5176E-62    6.0803E-59    1.6677E-64    5.2363E-85    4.3026E-134   4.5750E-73    2.5090E-145   1.9922E-122   2.6782E-149   1.5696E-117   1.1699E-112   2.1732E-96    1.6120E-74    4.3076E-130   2.5405E-120   1.7105E-161   2.1838E-156   4.2365E-216   1.2262E-151   5.8188E-148   3.4379E-170   9.5550E-140   2.4583E-95    1.3480E-154   1.0823E-145   1.2163E-114   1.2377E-100   4.8582E-211   3.5630E-155   4.2365E-216   9.6271E-72    1.9340E-138   3.5630E-155   3.3799E-209   5.7778E-166   7.6915E-194   2.4714E-119   
0190.00       3.0000E-2     9.0548E-13    4.5081E-25    1.8883E-33    4.5131E-26    7.0025E-47    5.9697E-70    6.6697E-47    2.1024E-51    6.7022E-47    2.0189E-74    8.4874E-104   2.0990E-117   7.1956E-13    3.0739E-51    2.6036E-34    6.8874E-42    1.3515E-206   1.0000E+0     1.0489E-76    2.2710E-127   1.8890E-30    4.1903E-57    2.2114E-95    6.8404E-84    2.8944E-85    6.9564E-38    2.5059E-62    2.0268E-59    5.5591E-65    1.7454E-85    1.4342E-134   1.5250E-73    8.3632E-146   6.6408E-123   8.9275E-150   5.2321E-118   3.8995E-113   7.2440E-97    5.3733E-75    1.4359E-130   8.4684E-121   5.7016E-162   7.2793E-157   4.2365E-216   4.0873E-152   1.9396E-148   1.1460E-170   3.1850E-140   8.1944E-96    4.4932E-155   3.6077E-146   4.0542E-115   4.1256E-101   1.6194E-211   1.1876E-155   4.2365E-216   3.2090E-72    6.4467E-139   1.1876E-155   1.1266E-209   1.9259E-166   2.5638E-194   8.2380E-120   
0200.00       1.0000E-2     3.0072E-11    4.5027E-23    6.8970E-31    6.6219E-24    1.1166E-43    1.0041E-65    1.4263E-43    7.5454E-48    1.4319E-43    8.2223E-70    1.1736E-97    1.1114E-110   2.7138E-11    7.4328E-48    1.0979E-31    7.4288E-39    1.9301E-195   1.0000E+0     2.2126E-72    1.2114E-120   1.5788E-28    2.1767E-53    6.8660E-90    7.8109E-79    3.8545E-80    5.5250E-35    2.4876E-58    1.6326E-55    8.9445E-61    2.2358E-80    5.6602E-127   7.7814E-69    1.5921E-137   9.2412E-116   3.1183E-141   3.1328E-111   1.6762E-106   4.8055E-91    3.3369E-70    3.0020E-123   6.9016E-114   6.3884E-153   4.7375E-148   4.2365E-216   1.6083E-143   3.2876E-140   3.5193E-161   3.0722E-132   5.2046E-90    2.2550E-146   8.1811E-138   2.6929E-108   6.0736E-95    5.7872E-200   6.5530E-147   4.2365E-216   1.5289E-67    6.7487E-131   6.5530E-147   2.7945E-198   3.4392E-157   7.7416E-184   8.2525E-113   
