T/K           P/MPa         H2O(g)        H2(g)         H2S(g)        HCl(g)        HF(g)         H(g)          HCOOH(g;cis)  HCOOH(g;trans)              HCOOH(g)      OH(g)         O2(g)         O(g)          CO2(g)        CH4(g)        CO(g)         COS(g)        C(g)          N2(g)         NO(g)         N(g)          NH3(g)        NaCl(g)       Na(g)         NaOH(g)       KOH(g)        SO2(g)        SH(g)         S2(g)         SO(g)         S(g)          Fe(g)         Fe(OH)2(g)    FeO(g)        FeOH(g)       FeO2(g)       Ni(g)         NiS(g)        NiOH(g)       Ni(OH)2(g)    Mn(g)         MnH(g)        SiO(g)        SiO2(g)       Si(g)         PO(g)         Mg(g)         MgO(g)        MgOH(g)       Mg(OH)2(g)    MgS(g)        CrO2(g)       Cr(OH)2(g)    Cr(OH)3(g)    AlO(g)        AlOH(g)       Al(g)         Al(OH)3(g)    Al(OH)2(g)    AlOH(g)       CaO(g)        CaOH(g)       Ca(g)         Ca(OH)2(g)    
0130.00       1.0000E-2     3.3076E-12    1.7670E-22    3.9697E-29    2.2500E-35    7.0752E-36    5.8256E-96    2.6677E-44    7.1018E-51    2.7203E-44    2.1176E-110   2.1600E-168   5.9772E-181   3.7935E-10    3.2606E-20    7.7297E-35    3.2152E-39    4.7800E-217   1.0000E+0     1.4223E-120   5.3863E-187   1.3138E-21    1.0644E-86    4.1609E-139   6.3165E-122   6.2292E-118   1.3035E-65    2.8855E-79    1.2390E-76    2.3848E-98    9.8579E-121   9.3134E-191   1.0838E-99    1.0366E-214   3.0786E-173   4.7800E-217   1.0546E-182   1.5118E-169   4.5821E-151   5.0804E-118   2.6887E-199   1.0810E-177   4.7800E-217   4.7800E-217   4.7800E-217   1.4461E-206   4.7800E-217   4.7800E-217   2.1893E-213   3.9866E-147   4.7800E-217   4.7800E-217   8.1479E-158   4.2452E-136   4.7800E-217   4.7800E-217   4.7800E-217   1.1730E-101   7.2395E-201   4.7800E-217   4.7800E-217   4.7800E-217   4.7800E-217   3.1740E-182   
0130.00       3.0000E-2     1.1025E-12    5.8901E-23    1.3232E-29    4.3302E-36    2.3584E-36    1.9418E-96    8.8923E-45    2.3673E-51    9.0677E-45    7.0586E-111   7.1999E-169   1.9924E-181   1.2645E-10    1.0869E-20    2.5766E-35    1.0718E-39    4.7800E-217   1.0000E+0     8.2114E-121   3.1098E-187   7.5850E-22    2.0485E-87    1.3870E-139   2.1055E-122   2.0764E-118   4.3450E-66    9.6185E-80    4.1301E-77    7.9494E-99    3.2860E-121   3.1044E-191   3.6125E-100   3.4553E-215   1.0262E-173   4.7800E-217   3.5153E-183   5.0394E-170   1.5274E-151   1.6935E-118   8.9625E-200   3.6035E-178   4.7800E-217   4.7800E-217   4.7800E-217   4.8204E-207   4.7800E-217   4.7800E-217   7.2976E-214   1.3289E-147   4.7800E-217   4.7800E-217   2.7160E-158   1.4150E-136   4.7800E-217   4.7800E-217   4.7800E-217   3.9101E-102   2.4132E-201   4.7800E-217   4.7800E-217   4.7800E-217   4.7800E-217   1.0580E-182   
0140.00       1.0000E-2     9.5025E-11    1.8415E-20    2.0915E-26    5.9680E-32    8.7366E-33    1.0023E-88    2.1927E-40    1.7175E-46    2.2270E-40    6.2337E-102   1.0069E-155   1.6920E-167   9.0682E-9     3.5573E-18    1.0532E-31    1.0214E-35    4.8433E-216   1.0000E+0     1.2707E-111   1.8536E-173   8.5290E-20    8.5232E-80    5.6971E-129   7.4808E-113   6.5783E-109   3.4399E-60    5.4326E-73    1.8672E-70    1.2490E-90    1.4396E-111   1.8571E-176   9.6977E-92    1.4764E-198   4.8868E-160   2.0426E-210   4.7957E-169   1.1348E-156   1.4769E-139   8.1475E-109   1.6855E-184   2.5472E-164   2.1833E-210   1.4271E-209   4.8433E-216   4.8291E-191   7.5877E-209   4.8433E-216   2.3079E-197   7.9704E-136   2.2837E-212   1.2873E-202   1.2841E-145   2.0294E-125   4.8433E-216   5.4319E-209   4.8433E-216   1.6095E-93    1.3331E-185   5.4319E-209   4.8433E-216   4.8433E-216   4.8433E-216   2.0843E-168   
0140.00       3.0000E-2     3.1675E-11    6.1384E-21    6.9715E-27    1.1485E-32    2.9122E-33    3.3410E-89    7.3091E-41    5.7251E-47    7.4234E-41    2.0779E-102   3.3565E-156   5.6399E-168   3.0227E-9     1.1858E-18    3.5107E-32    3.4046E-36    1.6144E-216   1.0000E+0     7.3364E-112   1.0702E-173   4.9242E-20    1.6403E-80    1.8990E-129   2.4936E-113   2.1928E-109   1.1466E-60    1.8109E-73    6.2239E-71    4.1635E-91    4.7988E-112   6.1902E-177   3.2326E-92    4.9213E-199   1.6289E-160   6.8086E-211   1.5986E-169   3.7827E-157   4.9229E-140   2.7158E-109   5.6183E-185   8.4908E-165   7.2778E-211   4.7570E-210   1.6144E-216   1.6097E-191   2.5292E-209   1.6144E-216   7.6931E-198   2.6568E-136   7.6124E-213   4.2909E-203   4.2802E-146   6.7647E-126   1.6144E-216   1.8106E-209   1.6144E-216   5.3650E-94    4.4436E-186   1.8106E-209   1.6144E-216   1.6144E-216   1.6144E-216   6.9477E-169   
0150.00       1.0000E-2     1.7035E-9     1.0188E-18    4.6481E-24    5.6503E-29    4.1093E-30    1.8642E-82    5.2321E-37    1.0445E-42    5.2969E-37    1.3482E-94    9.5182E-145   7.7014E-156   1.4065E-7     1.9847E-16    5.4763E-29    1.0952E-32    4.8433E-216   1.0000E+0     7.2418E-104   1.0033E-161   3.0700E-18    9.0710E-74    3.7367E-120   5.8106E-105   4.1091E-101   1.6846E-55    1.4700E-67    4.1586E-65    6.0403E-84    1.2570E-103   4.6508E-164   7.4807E-85    1.4856E-184   1.3477E-148   1.4630E-195   3.3038E-157   1.6236E-145   1.3775E-129   7.5740E-101   1.1348E-171   9.8839E-153   1.1091E-195   6.2751E-195   4.8433E-216   1.3677E-177   2.2241E-194   4.8433E-216   1.7746E-183   4.9121E-126   1.7936E-197   2.8082E-188   4.6302E-135   3.4900E-116   4.8433E-216   2.5156E-194   4.8433E-216   1.7875E-86    2.2591E-172   2.5156E-194   4.8433E-216   4.8433E-216   4.8433E-216   1.9385E-156   
0150.00       3.0000E-2     5.6783E-10    3.3958E-19    1.5494E-24    1.0874E-29    1.3698E-30    6.2142E-83    1.7440E-37    3.4816E-43    1.7656E-37    4.4939E-95    3.1727E-145   2.5671E-156   4.6884E-8     6.6156E-17    1.8254E-29    3.6508E-33    1.6144E-216   1.0000E+0     4.1811E-104   5.7924E-162   1.7725E-18    1.7457E-74    1.2456E-120   1.9369E-105   1.3697E-101   5.6154E-56    4.9000E-68    1.3862E-65    2.0134E-84    4.1900E-104   1.5503E-164   2.4936E-85    4.9518E-185   4.4924E-149   4.8767E-196   1.1012E-157   5.4119E-146   4.5916E-130   2.5247E-101   3.7826E-172   3.2946E-153   3.6971E-196   2.0917E-195   1.6144E-216   4.5590E-178   7.4138E-195   1.6144E-216   5.9154E-184   1.6374E-126   5.9785E-198   9.3607E-189   1.5434E-135   1.1634E-116   1.6144E-216   8.3855E-195   1.6144E-216   5.9583E-87    7.5304E-173   8.3855E-195   1.6144E-216   1.6144E-216   1.6144E-216   6.4618E-157   
0160.00       1.0000E-2     2.0848E-8     3.3719E-17    5.1318E-22    2.3133E-26    8.8317E-28    5.6897E-77    4.5800E-34    2.0736E-39    4.6250E-34    3.4972E-88    3.7912E-135   1.2228E-145   1.5360E-6     6.4392E-15    1.3018E-26    4.8632E-30    4.8433E-216   1.0000E-0     4.4118E-97    1.8599E-151   6.8577E-17    1.8615E-68    2.0659E-112   4.9144E-98    2.5890E-94    2.1023E-51    8.2314E-63    1.9609E-60    4.2192E-78    1.1130E-96    3.3212E-153   7.8814E-79    2.6717E-172   1.3807E-138   1.4528E-182   7.5620E-147   9.3072E-136   7.2283E-121   6.9710E-94    1.9189E-160   1.3640E-142   8.2093E-183   4.0764E-182   4.8433E-216   8.0372E-166   1.0240E-181   5.8341E-214   2.5044E-171   1.7930E-117   1.9404E-184   9.7379E-176   7.7727E-126   4.0391E-108   4.8433E-216   1.7335E-181   4.8433E-216   2.5770E-80    8.4872E-161   1.7335E-181   4.8433E-216   2.6413E-202   4.8433E-216   5.6782E-146   
0160.00       3.0000E-2     6.9494E-9     1.1240E-17    1.7106E-22    4.4519E-27    2.9439E-28    1.8966E-77    1.5267E-34    6.9119E-40    1.5416E-34    1.1657E-88    1.2637E-135   4.0760E-146   5.1199E-7     2.1464E-15    4.3395E-27    1.6210E-30    1.6144E-216   1.0000E-0     2.5472E-97    1.0738E-151   3.9593E-17    3.5824E-69    6.8864E-113   1.6381E-98    8.6302E-95    7.0076E-52    2.7438E-63    6.5363E-61    1.4064E-78    3.7101E-97    1.1071E-153   2.6272E-79    8.9056E-173   4.6025E-139   4.8427E-183   2.5207E-147   3.1024E-136   2.4094E-121   2.3237E-94    6.3963E-161   4.5468E-143   2.7364E-183   1.3588E-182   1.6144E-216   2.6790E-166   3.4134E-182   1.9447E-214   8.3478E-172   5.9765E-118   6.4680E-185   3.2460E-176   2.5909E-126   1.3464E-108   1.6144E-216   5.7782E-182   1.6144E-216   8.5902E-81    2.8291E-161   5.7782E-182   1.6144E-216   8.8043E-203   1.6144E-216   1.8928E-146   
0170.00       1.0000E-2     1.8656E-7     7.3159E-16    3.1891E-20    4.7434E-24    9.9669E-26    3.9206E-72    1.7587E-31    1.6403E-36    1.7724E-31    1.5830E-82    1.1132E-126   1.2244E-136   1.2570E-5     1.3400E-13    1.6246E-24    1.0452E-27    7.5108E-212   9.9999E-1     4.2639E-91    2.1416E-142   1.0359E-15    9.7968E-64    1.4841E-105   6.6723E-92    2.4739E-88    8.5177E-48    1.2604E-58    2.5766E-56    5.9933E-73    1.4971E-90    1.2662E-143   1.6123E-73    1.7465E-161   9.3954E-130   4.2563E-171   1.0485E-137   3.7730E-127   3.5477E-113   9.5646E-88    1.5606E-150   1.2064E-133   1.8667E-171   8.2309E-171   4.8433E-216   1.9422E-155   1.5404E-170   9.5630E-201   1.3135E-160   6.3858E-110   6.1589E-173   1.1158E-164   1.0454E-117   5.0768E-101   4.8433E-216   3.7316E-170   4.8433E-216   6.9206E-75    1.3845E-150   3.7316E-170   4.8433E-216   8.2258E-190   4.8433E-216   9.6502E-137   
0170.00       3.0000E-2     6.2187E-8     2.4386E-16    1.0630E-20    9.1287E-25    3.3223E-26    1.3069E-72    5.8624E-32    5.4678E-37    5.9080E-32    5.2765E-83    3.7107E-127   4.0815E-137   4.1901E-6     4.4666E-14    5.4153E-25    3.4842E-28    2.5036E-212   1.0000E-0     2.4618E-91    1.2365E-142   5.9808E-16    1.8854E-64    4.9470E-106   2.2241E-92    8.2465E-89    2.8392E-48    4.2014E-59    8.5885E-57    1.9978E-73    4.9903E-91    4.2205E-144   5.3744E-74    5.8217E-162   3.1318E-130   1.4188E-171   3.4951E-138   1.2577E-127   1.1826E-113   3.1882E-88    5.2021E-151   4.0212E-134   6.2224E-172   2.7436E-171   1.6144E-216   6.4740E-156   5.1348E-171   3.1877E-201   4.3783E-161   2.1286E-110   2.0530E-173   3.7192E-165   3.4848E-118   1.6923E-101   1.6144E-216   1.2439E-170   1.6144E-216   2.3069E-75    4.6150E-151   1.2439E-170   1.6144E-216   2.7419E-190   1.6144E-216   3.2167E-137   
0180.00       1.0000E-2     1.2874E-6     1.1170E-14    1.2291E-18    5.4617E-22    6.5802E-24    7.8174E-68    3.4038E-29    6.0365E-34    3.4247E-29    1.6732E-77    3.7227E-119   1.2256E-128   8.0923E-5     1.9297E-12    1.1849E-22    1.2278E-25    1.2119E-199   9.9992E-1     8.8866E-86    2.4336E-134   1.1311E-14    1.6518E-59    1.9403E-99    1.9674E-86    4.9214E-83    1.3527E-44    6.5547E-55    1.1681E-52    2.2588E-68    4.1881E-85    4.1971E-135   8.4197E-69    7.2086E-152   6.6726E-122   6.6192E-161   1.4052E-129   1.6826E-119   2.4183E-106   2.6891E-82    1.0119E-141   1.0809E-125   2.3298E-161   9.2129E-161   4.8429E-216   3.2856E-146   1.3383E-160   5.3523E-189   4.4323E-151   3.2722E-103   1.0326E-162   7.4624E-155   1.7183E-110   1.0053E-94    4.8429E-216   4.4689E-160   4.8429E-216   4.5841E-70    1.6543E-141   4.4689E-160   4.8429E-216   1.0449E-178   5.5728E-209   1.5303E-128   
0180.00       3.0000E-2     4.2912E-7     3.7235E-15    4.0969E-19    1.0511E-22    2.1934E-24    2.6058E-68    1.1346E-29    2.0122E-34    1.1416E-29    5.5774E-78    1.2409E-119   4.0855E-129   2.6974E-5     6.4323E-13    3.9498E-23    4.0928E-26    4.0397E-200   9.9997E-1     5.1308E-86    1.4051E-134   6.5305E-15    3.1788E-60    6.4678E-100   6.5582E-87    1.6404E-83    4.5090E-45    2.1849E-55    3.8936E-53    7.5294E-69    1.3960E-85    1.3990E-135   2.8066E-69    2.4029E-152   2.2242E-122   2.2064E-161   4.6840E-130   5.6086E-120   8.0610E-107   8.9636E-83    3.3729E-142   3.6030E-126   7.7660E-162   3.0710E-161   1.6144E-216   1.0952E-146   4.4611E-161   1.7841E-189   1.4774E-151   1.0907E-103   3.4420E-163   2.4875E-155   5.7277E-111   3.3510E-95    1.6144E-216   1.4896E-160   1.6144E-216   1.5280E-70    5.5143E-142   1.4896E-160   1.6144E-216   3.4831E-179   1.8576E-209   5.1011E-129   
0190.00       1.0000E-2     7.1433E-6     1.2694E-13    3.1710E-17    3.8657E-20    2.7676E-22    5.4868E-64    3.7043E-27    1.1676E-31    3.7223E-27    5.1986E-73    1.9986E-112   1.7642E-121   4.2578E-4     2.0414E-11    5.4988E-21    8.6751E-24    1.0188E-188   9.9957E-1     5.0889E-81    3.9326E-127   9.4065E-14    1.0642E-55    6.0260E-94    1.5999E-81    2.6166E-78    9.7692E-42    1.3735E-51    2.1626E-49    2.7865E-64    3.1228E-80    1.7781E-127   1.3929E-64    2.9049E-143   7.0668E-115   8.6877E-152   2.6319E-122   1.1699E-112   3.1278E-100   1.9914E-77    7.7953E-134   1.4085E-118   2.5234E-152   9.0257E-152   4.8412E-216   5.9224E-138   1.0530E-151   1.7430E-178   1.4842E-142   3.2775E-97    1.4548E-153   4.5653E-146   4.8155E-104   4.2060E-89    2.0898E-212   4.6955E-151   4.8412E-216   9.3471E-66    2.1877E-133   4.6955E-151   4.8412E-216   8.9745E-169   1.3919E-197   3.2950E-121   
